"Coffee","Caffeine","ExamScore"
4.145150136576,123.774457010969,496.811067488112
1.82236219432469,65.1329291967154,277.158229637713
2.93575409360481,88.3815710067224,362.101365854797
3.25943512595325,97.1659259108999,388.09652786537
2.9851219877692,86.0272819695143,338.128019720963
2.37265058069022,73.3256428669994,296.859886730114
4.31382639692673,117.699615892927,458.270667009885
2.38640915390428,69.825449368344,265.961255360583
4.92210845665245,131.948645971716,500.036947088377
2.42474308113709,79.7996155481516,330.687330516318
4.06584358506818,122.220948619182,470.385672263414
5.24397447124133,144.034637516398,546.852340291829
0.833367158665193,30.1892919765957,157.618676371275
2.16545347981915,68.6966803365936,281.083538900486
2.34001439632761,84.7098783747534,346.515000194658
3.26314047768409,106.785077795855,407.369096621928
2.15889649430071,60.3734106739106,246.486836292013
-0.687746505085731,-3.9781959077552,17.6834701969013
-0.428560314290623,11.9523946035459,87.5085689703696
4.08413601487623,116.912179888855,452.543624299228
2.13203368710583,76.2879083892779,323.542652484729
0.362429879224,22.3928200140506,123.040613222094
2.29369917308845,75.3674089467882,319.615967135869
3.95760963900712,115.061447171429,463.276867307385
4.77423215351796,150.501151315349,567.826523734057
1.98343704207256,69.1881888856766,290.266173699425
2.19127674067728,63.7492231708525,261.363135024496
0.384204297766264,21.5857015983403,126.45387853716
3.05211682579753,93.1540970680485,362.401257087899
1.73200614884786,48.7951504877984,207.571235697345
3.04654014788946,82.1414539724204,334.805435796102
3.34580480467458,93.0360070850885,371.352515352107
3.74212422636391,106.813457626302,420.948087105747
1.76928834951135,65.4267194809436,274.548197485632
3.10594614795756,91.2776658746777,360.242680010517
0.439589585111989,26.8016432055907,137.764133903417
1.5586491899446,53.6431951998498,245.712453154321
1.47891088698818,48.4465866895787,214.419892426938
-0.397049179935958,11.884756845356,76.0487337671516
2.54334712827071,73.1011122663511,294.097411647579
2.7471983202403,82.5377904132732,325.067747466527
2.0667312417416,64.9291406404887,265.05127109765
3.40979588283942,102.905540168519,395.080719231237
1.62795420750811,63.7350279990087,247.065806776667
0.858062746696847,39.0206412980041,186.924770536539
3.01938163106646,97.3964065795267,391.16775510219
1.52632818857599,56.9736899571494,242.403111366894
4.2329215140655,117.700115128467,451.160024414004
1.98226455686399,64.9643329237446,265.877712174471
3.28677746008265,104.04983205889,412.364286894262
2.88631031824474,79.3514290253332,324.542510179701
1.55939327094355,55.6086850765622,243.003546405994
4.39087302375037,123.987874008998,478.996262581286
3.27147916686078,101.175898475191,404.067515983942
2.60771277591953,83.9436522738913,342.251854514507
2.83186089674976,87.301789437958,355.022761994351
3.31514657926633,105.342720067805,417.667210482692
2.6077994638949,72.5675175965239,312.2813975154
-1.09170809978352,-7.73911470215793,9.47282164481122
2.84185954423679,78.1488284666321,330.587497127452
2.05931842871083,69.4215420033636,285.301727758532
2.72227667783873,83.5051284259719,336.748103540354
3.19818847283861,99.7910201057144,394.917222679708
4.17968419275121,119.886166583354,461.01586467743
1.62724952863064,47.8377390333356,192.001631014547
4.06305115845297,106.537163041244,415.376610363401
2.90301774370249,90.280311213756,361.312154464469
3.74620731843715,108.288299970387,410.107225405652
3.60487428194878,102.266765080929,407.333195060839
3.36505379544024,97.5710025867377,381.720319512835
1.24825727371857,42.8493565074575,206.554682224394
2.39177633606715,74.0077061412739,306.145916408573
3.24822179439945,91.549019504987,359.111305805195
1.35577197067319,38.979251869479,182.769239308549
1.84860542251137,60.1171365415374,257.470642760991
3.19719579721802,100.156274277762,402.843338911771
3.42181448540151,109.932009966536,428.507055822437
3.0565211062482,91.4260586359909,348.724199558391
1.43706844310838,50.5233614041638,211.434438329945
1.18026292162257,49.3214844467637,210.767190284241
4.31524841176591,123.14906537688,479.431851175371
2.80950572503844,83.0631510814107,333.44233868026
2.6061282749915,71.4667205980761,290.218573757507
2.35492415495309,67.5546258749151,274.682063904943
1.06680532580737,43.7016757055305,199.185424627108
3.23439627764846,88.5616371023128,348.154271651869
2.23943218510417,76.2280914783779,308.614951590779
2.28069195240169,65.2851461127913,265.978193584522
3.62001559428539,104.532537066567,399.75784980163
3.4861277326099,102.141513529679,410.136774064784
4.17053965112112,119.199342608692,451.657735370164
1.92859129233439,63.9745189182818,269.495049383263
3.28041827287157,100.003012478795,390.465056887234
4.169332547668,118.602251505209,451.64027491796
1.16705334466252,42.9336557873292,197.342303562989
1.46704889574659,52.4778593681878,231.657583824811
1.14191358297548,41.3796298664005,199.946038686675
0.748943200597125,41.4106421104295,192.539047355049
2.59597906388939,69.0482437141545,285.561114443474
3.28384520757903,102.231153285933,423.628787679003
3.94115845071819,112.286546602005,432.800637679115
3.75370130460127,110.954134544194,425.314005078171
1.29614962379218,52.3420070630029,223.916113417514
4.7181782820073,137.132297910357,524.079726152037
1.69987190949062,54.194188442037,239.483100901638
2.62661657494728,88.4857618401413,358.026926917284
1.99329294175737,56.7174438674766,242.665048362752
2.35317979365403,78.1489767087458,311.668918174641
2.7258316414018,80.5877771678639,336.075838762101
2.64299314959641,71.4880036126832,302.538265615979
2.46988893895912,67.4181542308782,275.168503066279
2.62968727353044,81.9680771554594,337.382502744706
1.917477716984,74.0546144341403,307.791836852648
1.89493944317452,63.7403664000852,276.453055249139
0.506681104102226,33.3209515751971,162.820362788689
2.04119952775142,70.223335064086,281.653135498695
1.88481969054664,58.847415874275,257.38595077932
5.74226920041376,163.326534902741,610.813139911838
0.865460522572338,38.4012703917551,183.622120656971
2.66470746227033,82.6506830200063,347.66522074772
0.707649919220452,37.6968141520625,165.588225370052
0.735477110275844,37.1241877150975,187.429943412192
2.64964286343641,78.1081974022945,329.203978979375
1.30403303813916,49.5769443831625,214.289731127536
2.49781286283435,72.9844818006309,298.435504098374
1.98608934228902,67.8063256076844,276.835358136555
1.76359407226061,56.9263258900923,239.67919939729
